"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        2 units","47,313","±3,488","2.1%","±0.2","16,420","±2,048","5.3%","±0.7","36,004","±3,371","1.2%","±0.1","45,667","±3,613","3.4%","±0.3","339,902","±8,644","2.4%","±0.1","34,975","±2,829","1.5%","±0.1","126,683","±6,660","8.5%","±0.4","6,815","±1,511","1.6%","±0.4","8,668","±1,497","2.8%","±0.5","211,104","±8,304","2.3%","±0.1","95,032","±5,633","2.3%","±0.1","11,288","±2,321","2.1%","±0.4","17,360","±1,837","2.5%","±0.3","298,734","±7,485","5.6%","±0.1","69,059","±4,246","2.4%","±0.1","30,920","±2,698","2.2%","±0.2","33,509","±3,013","2.7%","±0.2","58,290","±4,411","3.0%","±0.2","86,281","±4,796","4.2%","±0.2","36,200","±3,142","5.0%","±0.4","37,393","±3,008","1.5%","±0.1","292,932","±7,843","10.2%","±0.3","104,381","±4,560","2.3%","±0.1","51,360","±2,938","2.1%","±0.1","30,928","±3,010","2.4%","±0.2","98,516","±4,559","3.6%","±0.2","13,783","±2,049","2.8%","±0.4","16,489","±1,941","2.0%","±0.2","15,783","±2,201","1.3%","±0.2","33,346","±2,743","5.3%","±0.4","336,411","±8,884","9.3%","±0.2","17,478","±2,287","1.9%","±0.2","864,480","±12,422","10.5%","±0.2","99,358","±4,546","2.2%","±0.1","6,063","±1,229","1.6%","±0.3","224,438","±7,634","4.3%","±0.1","30,657","±2,251","1.8%","±0.1","47,600","±3,809","2.7%","±0.2","251,391","±7,980","4.5%","±0.1","53,414","±3,776","11.5%","±0.8","45,685","±3,446","2.0%","±0.2","6,388","±1,076","1.7%","±0.3","91,690","±4,729","3.1%","±0.2","197,853","±7,709","1.8%","±0.1","31,813","±3,172","3.0%","±0.3","17,388","±1,965","5.3%","±0.6","60,048","±4,414","1.7%","±0.1","71,759","±4,577","2.4%","±0.2","17,682","±2,321","2.0%","±0.3","169,394","±5,931","6.3%","±0.2","5,930","±1,160","2.2%","±0.4","51,604","±3,146","3.3%","±0.2"
"        3 or 4 units","67,572","±4,136","3.0%","±0.2","22,360","±2,506","7.2%","±0.8","98,122","±5,145","3.3%","±0.2","45,397","±3,195","3.4%","±0.2","794,480","±12,302","5.7%","±0.1","77,645","±4,201","3.3%","±0.2","126,707","±5,137","8.5%","±0.3","9,279","±1,498","2.2%","±0.4","24,853","±2,680","7.9%","±0.9","362,317","±11,073","3.9%","±0.1","128,347","±6,215","3.0%","±0.1","22,835","±2,199","4.3%","±0.4","28,941","±2,751","4.1%","±0.4","343,654","±8,099","6.5%","±0.2","102,898","±5,188","3.6%","±0.2","48,610","±2,963","3.5%","±0.2","45,429","±3,329","3.6%","±0.3","86,281","±5,068","4.4%","±0.3","89,970","±5,487","4.4%","±0.3","38,832","±2,726","5.3%","±0.4","53,787","±3,399","2.2%","±0.1","308,861","±7,661","10.8%","±0.3","118,783","±4,966","2.6%","±0.1","49,178","±3,208","2.0%","±0.1","41,693","±3,545","3.2%","±0.3","132,552","±5,331","4.8%","±0.2","22,683","±2,547","4.6%","±0.5","24,412","±2,283","3.0%","±0.3","75,281","±3,521","6.2%","±0.3","34,866","±2,468","5.6%","±0.4","231,835","±8,131","6.4%","±0.2","33,228","±2,886","3.6%","±0.3","583,094","±10,936","7.1%","±0.1","125,240","±6,041","2.8%","±0.1","13,362","±1,974","3.6%","±0.5","234,318","±7,779","4.5%","±0.2","47,582","±3,139","2.8%","±0.2","76,929","±4,451","4.4%","±0.3","233,909","±7,682","4.2%","±0.1","55,663","±3,272","12.0%","±0.7","62,172","±4,434","2.8%","±0.2","12,139","±1,393","3.2%","±0.4","93,383","±4,518","3.2%","±0.2","351,466","±10,183","3.3%","±0.1","47,596","±3,518","4.5%","±0.3","22,110","±2,218","6.7%","±0.7","100,268","±5,432","2.9%","±0.2","107,796","±5,675","3.6%","±0.2","23,209","±2,310","2.6%","±0.3","100,324","±4,432","3.8%","±0.2","14,222","±1,980","5.3%","±0.7","48,076","±3,190","3.1%","±0.2"
"        5 to 9 units","92,631","±4,942","4.2%","±0.2","14,077","±1,809","4.5%","±0.6","123,512","±6,387","4.2%","±0.2","48,488","±3,821","3.6%","±0.3","872,172","±14,711","6.2%","±0.1","109,087","±5,027","4.7%","±0.2","85,880","±4,345","5.7%","±0.3","17,421","±2,173","4.1%","±0.5","19,814","±2,204","6.3%","±0.7","466,710","±12,390","5.0%","±0.1","212,165","±9,118","5.0%","±0.2","36,877","±2,561","6.9%","±0.5","20,025","±2,435","2.9%","±0.3","348,189","±8,476","6.5%","±0.2","138,834","±5,904","4.9%","±0.2","53,202","±3,650","3.9%","±0.3","48,817","±3,150","3.9%","±0.3","91,670","±4,836","4.7%","±0.2","67,743","±4,429","3.3%","±0.2","28,149","±2,436","3.9%","±0.3","118,632","±5,629","4.8%","±0.2","164,745","±6,563","5.8%","±0.2","187,942","±6,358","4.1%","±0.1","49,847","±3,254","2.1%","±0.1","55,091","±4,152","4.2%","±0.3","112,250","±5,426","4.1%","±0.2","12,664","±1,809","2.5%","±0.4","32,267","±3,085","3.9%","±0.4","91,505","±5,168","7.5%","±0.4","29,595","±2,437","4.7%","±0.4","171,187","±6,872","4.7%","±0.2","29,094","±2,977","3.2%","±0.3","430,914","±9,142","5.2%","±0.1","207,490","±6,783","4.6%","±0.1","16,385","±2,310","4.4%","±0.6","249,744","±7,493","4.8%","±0.1","70,365","±4,078","4.1%","±0.2","76,456","±5,014","4.4%","±0.3","182,654","±5,848","3.3%","±0.1","28,802","±2,930","6.2%","±0.6","92,988","±5,504","4.2%","±0.2","13,890","±1,565","3.6%","±0.4","143,063","±5,660","4.9%","±0.2","507,305","±12,516","4.7%","±0.1","33,163","±3,098","3.1%","±0.3","17,118","±2,202","5.2%","±0.7","160,490","±6,909","4.6%","±0.2","140,051","±6,241","4.6%","±0.2","26,139","±2,738","2.9%","±0.3","129,327","±4,669","4.8%","±0.2","7,684","±1,539","2.8%","±0.6","68,205","±3,924","4.4%","±0.3"
"        10 to 19 units","73,099","±5,078","3.3%","±0.2","7,117","±1,244","2.3%","±0.4","142,252","±6,229","4.8%","±0.2","52,207","±4,458","3.9%","±0.3","727,228","±15,682","5.2%","±0.1","132,125","±5,411","5.6%","±0.2","59,221","±3,958","4.0%","±0.3","21,710","±2,218","5.1%","±0.5","34,261","±2,940","10.9%","±0.9","532,801","±12,509","5.7%","±0.1","198,315","±7,412","4.7%","±0.2","27,145","±2,529","5.1%","±0.5","15,731","±2,028","2.2%","±0.3","203,027","±8,119","3.8%","±0.2","96,654","±4,962","3.4%","±0.2","53,120","±3,962","3.8%","±0.3","45,713","±3,394","3.6%","±0.3","67,004","±3,684","3.4%","±0.2","58,150","±5,072","2.9%","±0.2","10,687","±1,799","1.5%","±0.2","201,188","±7,478","8.2%","±0.3","120,407","±4,996","4.2%","±0.2","160,701","±5,524","3.5%","±0.1","82,797","±4,559","3.4%","±0.2","32,501","±3,230","2.5%","±0.2","96,855","±4,997","3.5%","±0.2","10,179","±1,459","2.0%","±0.3","35,876","±2,918","4.3%","±0.4","70,533","±4,623","5.8%","±0.4","19,012","±2,398","3.0%","±0.4","175,694","±6,740","4.9%","±0.2","24,332","±2,746","2.7%","±0.3","350,152","±10,008","4.3%","±0.1","188,566","±7,044","4.2%","±0.2","21,897","±2,436","5.9%","±0.7","201,720","±7,135","3.9%","±0.1","56,772","±2,956","3.3%","±0.2","64,700","±3,918","3.7%","±0.2","141,408","±5,175","2.5%","±0.1","19,700","±2,404","4.3%","±0.5","75,058","±4,502","3.4%","±0.2","17,208","±1,923","4.5%","±0.5","112,949","±5,906","3.9%","±0.2","674,135","±12,259","6.3%","±0.1","46,628","±3,570","4.4%","±0.3","7,212","±1,472","2.2%","±0.4","202,127","±6,718","5.8%","±0.2","153,765","±6,014","5.1%","±0.2","16,570","±2,356","1.9%","±0.3","90,322","±4,582","3.4%","±0.2","6,295","±1,551","2.3%","±0.6","50,678","±3,101","3.3%","±0.2"
"        20 or more units","87,804","±5,706","3.9%","±0.3","13,197","±1,409","4.2%","±0.5","193,798","±6,624","6.5%","±0.2","37,092","±3,436","2.7%","±0.3","1,722,095","±15,073","12.2%","±0.1","251,949","±6,685","10.8%","±0.3","131,801","±5,592","8.8%","±0.4","20,421","±2,305","4.8%","±0.5","113,543","±3,966","36.2%","±1.3","1,248,827","±13,672","13.4%","±0.1","253,176","±8,514","6.0%","±0.2","104,084","±3,696","19.4%","±0.7","27,937","±2,378","4.0%","±0.3","556,427","±10,013","10.4%","±0.2","124,800","±5,250","4.4%","±0.2","73,089","±4,603","5.3%","±0.3","58,238","±3,879","4.6%","±0.3","57,027","±3,328","2.9%","±0.2","87,736","±4,079","4.3%","±0.2","23,030","±2,023","3.2%","±0.3","218,748","±5,876","8.9%","±0.2","312,300","±6,509","10.9%","±0.2","243,083","±6,456","5.3%","±0.1","300,027","±5,936","12.5%","±0.2","26,501","±3,047","2.0%","±0.2","125,418","±4,619","4.5%","±0.2","20,998","±2,423","4.2%","±0.5","54,945","±3,083","6.6%","±0.4","116,432","±4,625","9.5%","±0.4","38,848","±2,885","6.2%","±0.5","386,638","±9,298","10.7%","±0.3","38,731","±2,732","4.2%","±0.3","1,968,496","±14,733","23.9%","±0.2","198,021","±6,580","4.4%","±0.1","49,391","±3,831","13.4%","±1.0","287,484","±8,866","5.6%","±0.2","62,953","±3,131","3.7%","±0.2","141,553","±5,564","8.2%","±0.3","342,886","±7,740","6.1%","±0.1","38,179","±2,751","8.3%","±0.6","112,634","±5,680","5.0%","±0.3","26,766","±2,433","7.0%","±0.6","127,418","±5,262","4.4%","±0.2","955,316","±15,299","8.9%","±0.1","69,762","±3,847","6.6%","±0.4","12,324","±1,493","3.7%","±0.5","252,727","±6,459","7.2%","±0.2","318,009","±8,329","10.5%","±0.3","23,790","±2,125","2.7%","±0.2","198,877","±5,942","7.5%","±0.2","8,677","±1,490","3.2%","±0.6","90,641","±4,063","5.8%","±0.3"
"        Mobile home","296,549","±8,701","13.3%","±0.4","15,856","±2,020","5.1%","±0.7","317,464","±7,942","10.7%","±0.3","159,358","±6,147","11.8%","±0.5","513,455","±11,413","3.7%","±0.1","93,474","±4,537","4.0%","±0.2","12,430","±1,857","0.8%","±0.1","33,947","±2,840","8.0%","±0.7","107","±109","0.0%","±0.1","829,927","±13,834","8.9%","±0.1","393,457","±9,084","9.3%","±0.2","923","±485","0.2%","±0.1","54,347","±3,839","7.8%","±0.5","132,229","±5,436","2.5%","±0.1","135,237","±5,786","4.7%","±0.2","50,996","±3,321","3.7%","±0.2","53,482","±3,357","4.2%","±0.3","239,571","±7,756","12.2%","±0.4","263,349","±8,755","12.9%","±0.4","59,442","±3,170","8.1%","±0.4","33,674","±2,957","1.4%","±0.1","22,711","±2,158","0.8%","±0.1","240,460","±6,082","5.3%","±0.1","79,572","±3,002","3.3%","±0.1","197,405","±7,968","15.1%","±0.6","175,558","±6,646","6.4%","±0.2","52,341","±2,605","10.5%","±0.5","27,691","±2,108","3.3%","±0.3","64,724","±3,489","5.3%","±0.3","34,897","±2,533","5.6%","±0.4","32,969","±2,656","0.9%","±0.1","151,525","±5,258","16.5%","±0.6","188,494","±5,817","2.3%","±0.1","584,847","±12,413","12.9%","±0.3","24,809","±1,924","6.7%","±0.5","190,643","±7,075","3.7%","±0.1","163,108","±4,243","9.5%","±0.2","140,867","±5,444","8.1%","±0.3","220,403","±7,095","3.9%","±0.1","4,481","±1,104","1.0%","±0.2","369,050","±9,362","16.5%","±0.4","32,890","±2,523","8.6%","±0.7","268,399","±7,342","9.2%","±0.3","785,584","±13,041","7.3%","±0.1","33,114","±2,618","3.1%","±0.2","20,594","±1,809","6.2%","±0.5","182,937","±6,962","5.2%","±0.2","188,530","±6,474","6.2%","±0.2","136,141","±6,280","15.4%","±0.7","95,745","±3,312","3.6%","±0.1","36,239","±2,514","13.4%","±0.9","4,464","±1,053","0.3%","±0.1"
"        Boat, RV, van, etc.","1,637","±650","0.1%","±0.1","363","±258","0.1%","±0.1","8,936","±1,578","0.3%","±0.1","1,448","±670","0.1%","±0.1","12,190","±2,087","0.1%","±0.1","1,713","±676","0.1%","±0.1","788","±530","0.1%","±0.1","214","±253","0.1%","±0.1","0","±203","0.0%","±0.1","9,236","±1,713","0.1%","±0.1","3,381","±1,115","0.1%","±0.1","219","±243","0.0%","±0.1","1,728","±808","0.2%","±0.1","1,353","±570","0.0%","±0.1","595","±392","0.0%","±0.1","418","±379","0.0%","±0.1","763","±466","0.1%","±0.1","597","±328","0.0%","±0.1","3,220","±1,146","0.2%","±0.1","72","±91","0.0%","±0.1","1,267","±666","0.1%","±0.1","1,086","±552","0.0%","±0.1","798","±380","0.0%","±0.1","272","±133","0.0%","±0.1","958","±653","0.1%","±0.1","1,581","±679","0.1%","±0.1","609","±404","0.1%","±0.1","331","±335","0.0%","±0.1","1,557","±536","0.1%","±0.1","394","±379","0.1%","±0.1","968","±614","0.0%","±0.1","1,612","±608","0.2%","±0.1","2,808","±1,026","0.0%","±0.1","1,851","±783","0.0%","±0.1","70","±80","0.0%","±0.1","1,309","±503","0.0%","±0.1","2,600","±613","0.2%","±0.1","4,402","±978","0.3%","±0.1","940","±333","0.0%","±0.1","94","±115","0.0%","±0.1","1,045","±437","0.0%","±0.1","119","±128","0.0%","±0.1","1,894","±756","0.1%","±0.1","14,825","±2,287","0.1%","±0.1","761","±426","0.1%","±0.1","58","±81","0.0%","±0.1","951","±505","0.0%","±0.1","6,412","±1,485","0.2%","±0.1","319","±324","0.0%","±0.1","693","±389","0.0%","±0.1","123","±110","0.0%","±0.1","0","±222","0.0%","±0.1"
"YEAR STRUCTURE BUILT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,230,180","±397","2,230,180","(X)","310,672","±143","310,672","(X)","2,961,136","±361","2,961,136","(X)","1,354,801","±173","1,354,801","(X)","14,061,375","±838","14,061,375","(X)","2,339,140","±478","2,339,140","(X)","1,499,145","±419","1,499,145","(X)","426,154","±87","426,154","(X)","313,703","±112","313,703","(X)","9,302,140","±467","9,302,140","(X)","4,219,103","±579","4,219,103","(X)","537,170","±125","537,170","(X)","700,829","±163","700,829","(X)","5,327,165","±359","5,327,165","(X)","2,854,595","±440","2,854,595","(X)","1,380,087","±310","1,380,087","(X)","1,259,870","±209","1,259,870","(X)","1,965,577","±264","1,965,577","(X)","2,037,067","±323","2,037,067","(X)","730,786","±232","730,786","(X)","2,447,211","±257","2,447,211","(X)","2,858,087","±339","2,858,087","(X)","4,560,164","±487","4,560,164","(X)","2,409,701","±814","2,409,701","(X)","1,307,492","±165","1,307,492","(X)","2,760,226","±407","2,760,226","(X)","497,749","±127","497,749","(X)","827,191","±244","827,191","(X)","1,221,759","±142","1,221,759","(X)","625,337","±147","625,337","(X)","3,604,688","±395","3,604,688","(X)","917,641","±184","917,641","(X)","8,232,039","±1,017","8,232,039","(X)","4,540,697","±422","4,540,697","(X)","368,545","±285","368,545","(X)","5,164,400","±423","5,164,400","(X)","1,721,072","±268","1,721,072","(X)","1,732,887","±235","1,732,887","(X)","5,611,995","±854","5,611,995","(X)","462,598","±288","462,598","(X)","2,236,262","±246","2,236,262","(X)","383,827","±214","383,827","(X)","2,919,698","±359","2,919,698","(X)","10,754,268","±644","10,754,268","(X)","1,054,242","±147","1,054,242","(X)","329,539","±103","329,539","(X)","3,491,185","±609","3,491,185","(X)","3,025,802","±1,111","3,025,802","(X)","886,710","±427","886,710","(X)","2,668,443","±615","2,668,443","(X)","270,625","±109","270,625","(X)","1,555,880","±8,239","1,555,880","(X)"
"        Built 2014 or later","29,171","±2,847","1.3%","±0.1","3,000","±887","1.0%","±0.3","51,323","±3,169","1.7%","±0.1","23,618","±2,557","1.7%","±0.2","140,661","±6,112","1.0%","±0.1","53,629","±3,588","2.3%","±0.2","9,198","±1,480","0.6%","±0.1","10,502","±1,742","2.5%","±0.4","7,753","±1,206","2.5%","±0.4","159,080","±6,565","1.7%","±0.1","68,065","±4,752","1.6%","±0.1","6,846","±1,484","1.3%","±0.3","18,436","±2,662","2.6%","±0.4","35,845","±2,954","0.7%","±0.1","32,442","±2,903","1.1%","±0.1","22,264","±2,473","1.6%","±0.2","15,678","±2,202","1.2%","±0.2","23,407","±2,060","1.2%","±0.1","35,591","±2,788","1.7%","±0.1","6,893","±1,315","0.9%","±0.2","35,141","±2,498","1.4%","±0.1","28,163","±2,474","1.0%","±0.1","31,613","±2,316","0.7%","±0.1","34,616","±2,237","1.4%","±0.1","18,710","±2,658","1.4%","±0.2","31,436","±3,241","1.1%","±0.1","8,954","±1,231","1.8%","±0.2","13,501","±1,840","1.6%","±0.2","20,976","±2,114","1.7%","±0.2","6,124","±1,236","1.0%","±0.2","38,390","±3,333","1.1%","±0.1","14,120","±2,020","1.5%","±0.2","50,371","±3,820","0.6%","±0.1","85,317","±5,146","1.9%","±0.1","16,903","±2,142","4.6%","±0.6","40,447","±2,730","0.8%","±0.1","31,204","±2,539","1.8%","±0.1","26,517","±2,614","1.5%","±0.2","44,665","±3,105","0.8%","±0.1","1,120","±577","0.2%","±0.1","49,446","±3,146","2.2%","±0.1","9,087","±1,352","2.4%","±0.4","52,366","±3,759","1.8%","±0.1","334,580","±9,869","3.1%","±0.1","31,712","±2,659","3.0%","±0.3","2,872","±786","0.9%","±0.2","50,807","±4,059","1.5%","±0.1","64,027","±4,262","2.1%","±0.1","6,976","±1,407","0.8%","±0.2","25,180","±2,055","0.9%","±0.1","4,382","±1,200","1.6%","±0.4","2,508","±759","0.2%","±0.1"
"        Built 2010 to 2013","88,665","±4,993","4.0%","±0.2","8,969","±1,348","2.9%","±0.4","87,520","±4,831","3.0%","±0.2","54,658","±3,958","4.0%","±0.3","242,680","±8,184","1.7%","±0.1","70,406","±4,196","3.0%","±0.2","23,228","±2,600","1.5%","±0.2","19,388","±2,081","4.5%","±0.5","11,894","±1,609","3.8%","±0.5","251,627","±7,592","2.7%","±0.1","119,963","±5,447","2.8%","±0.1","17,168","±2,273","3.2%","±0.4","23,543","±2,547","3.4%","±0.4","81,960","±4,429","1.5%","±0.1","75,679","±4,905","2.7%","±0.2","42,526","±3,369","3.1%","±0.2","30,595","±2,346","2.4%","±0.2","57,057","±3,693","2.9%","±0.2","82,911","±5,041","4.1%","±0.2","16,415","±1,740","2.2%","±0.2","69,707","±4,364","2.8%","±0.2","48,718","±3,882","1.7%","±0.1","57,257","±3,342","1.3%","±0.1","56,522","±3,342","2.3%","±0.1","44,728","±3,244","3.4%","±0.2","75,128","±4,800","2.7%","±0.2","18,718","±1,991","3.8%","±0.4","26,468","±2,333","3.2%","±0.3","41,613","±2,996","3.4%","±0.2","11,148","±1,626","1.8%","±0.3","61,443","±3,705","1.7%","±0.1","24,792","±2,468","2.7%","±0.3","134,529","±5,154","1.6%","±0.1","179,609","±7,320","4.0%","±0.2","32,489","±3,951","8.8%","±1.1","84,679","±4,176","1.6%","±0.1","70,144","±3,998","4.1%","±0.2","44,814","±3,538","2.6%","±0.2","94,408","±4,387","1.7%","±0.1","3,123","±806","0.7%","±0.2","90,243","±4,567","4.0%","±0.2","16,254","±1,720","4.2%","±0.4","98,032","±5,086","3.4%","±0.2","588,370","±12,576","5.5%","±0.1","52,355","±3,567","5.0%","±0.3","7,545","±1,429","2.3%","±0.4","115,854","±5,207","3.3%","±0.1","110,614","±5,646","3.7%","±0.2","19,786","±1,974","2.2%","±0.2","55,774","±3,059","2.1%","±0.1","10,389","±1,793","3.8%","±0.7","11,948","±1,886","0.8%","±0.1"
"        Built 2000 to 2009","355,056","±8,638","15.9%","±0.4","49,186","±3,199","15.8%","±1.0","718,092","±10,282","24.3%","±0.3","222,496","±6,948","16.4%","±0.5","1,571,073","±19,585","11.2%","±0.1","425,479","±8,548","18.2%","±0.4","105,706","±5,637","7.1%","±0.4","83,510","±4,201","19.6%","±1.0","23,755","±1,951","7.6%","±0.6","1,815,939","±22,740","19.5%","±0.2","916,025","±13,265","21.7%","±0.3","68,449","±3,333","12.7%","±0.6","151,227","±6,120","21.6%","±0.9","584,332","±9,406","11.0%","±0.2","354,527","±8,517","12.4%","±0.3","151,459","±4,450","11.0%","±0.3","145,217","±5,467","11.5%","±0.4","299,411","±7,407","15.2%","±0.4","295,449","±9,089","14.5%","±0.4","106,570","±3,796","14.6%","±0.5","282,541","±7,266","11.5%","±0.3","199,071","±5,862","7.0%","±0.2","456,173","±8,946","10.0%","±0.2","360,017","±6,555","14.9%","±0.3","223,604","±8,129","17.1%","±0.6","385,926","±7,696","14.0%","±0.3","74,682","±3,352","15.0%","±0.7","95,429","±3,964","11.5%","±0.5","338,399","±7,859","27.7%","±0.6","73,671","±3,719","11.8%","±0.6","327,840","±7,752","9.1%","±0.2","141,631","±5,783","15.4%","±0.6","519,366","±9,336","6.3%","±0.1","902,252","±13,877","19.9%","±0.3","40,621","±3,313","11.0%","±0.9","499,270","±10,913","9.7%","±0.2","250,885","±5,925","14.6%","±0.3","250,408","±8,409","14.5%","±0.5","484,855","±8,776","8.6%","±0.2","30,327","±2,752","6.6%","±0.6","444,749","±10,369","19.9%","±0.5","59,104","±3,213","15.4%","±0.8","489,691","±9,433","16.8%","±0.3","2,130,238","±20,085","19.8%","±0.2","216,329","±6,088","20.5%","±0.6","39,499","±2,565","12.0%","±0.8","541,074","±9,383","15.5%","±0.3","460,508","±8,247","15.2%","±0.3","113,384","±4,444","12.8%","±0.5","342,321","±7,668","12.8%","±0.3","42,434","±3,053","15.7%","±1.1","202,064","±6,163","13.0%","±0.4"
